x,kuiz1,kuiz2,delta,theta,alpha,beta,beta1,beta2,gamma,total
59.774,1.144723161475465e-08,2.9790883479407928e-09,1.1866424808414966e-08,8.59823251495587e-09,4.670969030242735e-09,6.688894171688999e-09,5.65495157818026e-09,1.0339425935087378e-09,1.2873466393007921e-09,3.434053929477644e-08
60.024,2.4511265504416136e-08,2.580024744189544e-09,2.3526173023677917e-08,1.1195337337453188e-08,3.4319377554013163e-09,6.171173875729332e-09,5.283202056916e-09,8.879718188133319e-10,1.231509453470804e-09,4.683662732776816e-08
60.274,3.436856030001769e-08,2.5731065612506503e-09,3.074596541940932e-08,1.1960661642745275e-08,2.4262652520192826e-09,5.228167430216321e-09,4.434634140583488e-09,7.935332896328332e-10,1.2405489426826438e-09,5.3380596067420074e-08
60.524,3.0728988460657955e-08,2.9538092582985968e-09,2.4802425281893017e-08,1.1149135209826088e-08,2.500103681060878e-09,4.549568097821232e-09,3.6759836121137415e-09,8.735844857074888e-10,1.3645733499806156e-09,4.592253590199613e-08
60.774,1.8785420540061895e-08,3.3672075441137046e-09,1.25038243427772e-08,9.524801379983442e-09,4.156238049927533e-09,4.5125733076863484e-09,3.462026218422014e-09,1.0505470892643332e-09,1.3180089713629007e-09,3.306218658051061e-08
61.024,1.0045901399062637e-08,3.544261077276602e-09,5.639864500481076e-09,7.572684012218562e-09,6.18847043243267e-09,5.099234292245461e-09,4.007125502764972e-09,1.092108789480491e-09,1.0295553001654939e-09,2.6773781401537337e-08
61.274,7.135571653652077e-09,3.5606312094420656e-09,5.804488206445748e-09,5.442398434112823e-09,6.6629545646703834e-09,5.809108602168893e-09,4.7942922786601666e-09,1.0148163235087254e-09,7.984255372968923e-10,2.5664629972322626e-08
61.524,7.021015303264497e-09,3.6321791057446824e-09,7.46663543007541e-09,3.906449570639292e-09,5.691042319215575e-09,6.15592081315136e-09,5.1095138320403295e-09,1.0464069811110337e-09,7.91454878690791e-10,2.4410453643685725e-08
61.774,7.193930098508285e-09,3.6037734862952742e-09,7.862507487822185e-09,3.9410324547210795e-09,4.594608351031991e-09,6.126643052547947e-09,4.827349177114073e-09,1.2992938754338748e-09,8.648848690173034e-10,2.4832147432635552e-08
62.024,6.111974457968686e-09,3.261723622029357e-09,6.423474237648113e-09,5.633265842379533e-09,3.949600412593543e-09,6.167951848853505e-09,4.312856472641971e-09,1.8550953762115347e-09,9.020581998310338e-10,2.6241305108795712e-08
62.274,5.458937894221192e-09,2.944508088172382e-09,5.8401562467518725e-09,7.276607179610676e-09,3.575741873970472e-09,6.683883560004997e-09,4.068488309592479e-09,2.615395250412517e-09,8.855335970779726e-10,2.6215501398532493e-08
62.524,6.364368998362821e-09,3.0640611833579047e-09,6.851886011092375e-09,6.757522558754515e-09,3.5543426242890436e-09,7.600888740427341e-09,4.404642460791992e-09,3.196246279635348e-09,8.271411602979842e-10,2.6218849107243043e-08
62.774,6.824119456533431e-09,3.124971009373081e-09,9.13951571092654e-09,5.228030757837731e-09,3.840224663598418e-09,7.939922498357117e-09,4.537775817411972e-09,3.4021466809451444e-09,8.255043081860835e-10,2.773985244382543e-08
63.024,6.360501285024982e-09,2.9336604602400064e-09,1.1649339251466448e-08,5.851651571063079e-09,4.1123408762885734e-09,6.881961627148564e-09,3.6761780591324497e-09,3.2057835680161153e-09,9.811311392050486e-10,3.105022764182148e-08
63.274,7.43296568657043e-09,2.768924399002022e-09,1.1903339110305992e-08,1.012202148276782e-08,4.080244070233756e-09,5.222913831481208e-09,2.588643790033605e-09,2.634270041447603e-09,1.17328875566249e-09,3.4983929674213256e-08
63.524,1.0311674064115076e-08,2.8374301149432562e-09,1.0208086802299498e-08,1.4152897595987684e-08,3.6866870445806386e-09,4.172650219398379e-09,2.2903099772016666e-09,1.8823402421967115e-09,1.172857848798739e-09,3.548523105893887e-08
63.774,1.1684956349279708e-08,2.8897293262138713e-09,8.718037907964283e-09,1.3537967180369033e-08,3.5280301672323753e-09,3.8186191149977386e-09,2.4341900081884787e-09,1.384429106809259e-09,9.863142832147822e-10,3.197416985406282e-08
64.024,9.756824093070492e-09,2.4810314321425562e-09,8.42414185512286e-09,9.51837272590398e-09,5.023405161651918e-09,3.527022736012642e-09,2.192822035902322e-09,1.3342007001103205e-09,8.188360434644576e-10,2.831238919908697e-08
64.274,7.040615528028737e-09,1.8554508359612752e-09,8.358843101003041e-09,6.438723677493542e-09,7.418211925029788e-09,3.4955425835585045e-09,1.958624226815089e-09,1.5369183567434152e-09,8.080979049490424e-10,2.6909749254286607e-08
64.524,6.5538191678333016e-09,1.7614226979705845e-09,7.633264966708913e-09,5.323500182579331e-09,8.265830242700339e-09,4.009654219646037e-09,2.1883563808088504e-09,1.8212978388371867e-09,9.677311839094529e-10,2.648353878097975e-08
64.774,6.963186892480778e-09,2.111001917627412e-09,6.602045691451156e-09,4.2484974331905526e-09,6.9069070966130515e-09,4.3927920494337145e-09,2.317733639741264e-09,2.075058409692451e-09,1.20228215118235e-09,2.3797931902005326e-08
65.024,6.791733115610109e-09,2.133332433952797e-09,5.970698763733043e-09,2.9064758595667698e-09,4.914175219285749e-09,4.176977852128056e-09,2.009009521258439e-09,2.167968330869616e-09,1.3514302586927745e-09,1.995515099493945e-08
65.274,7.16039122456281e-09,1.6261531572068014e-09,6.364294954930477e-09,3.6026736012309587e-09,3.141900142698187e-09,4.0708638104464765e-09,1.9430980260840845e-09,2.127765784362392e-09,1.318104321271792e-09,1.9534149738762423e-08
65.524,8.889114103762492e-09,1.2423237749892748e-09,6.5765140428422355e-09,7.676822085601103e-09,2.2194611283499153e-09,4.315620721733927e-09,2.287819774310532e-09,2.027800947423395e-09,1.130723953944964e-09,2.3085769659939345e-08
65.774,1.0188285644724908e-08,1.4065354180010941e-09,5.764477134499387e-09,1.1854590170895736e-08,2.5610583254334974e-09,4.355714131459148e-09,2.5427355920449723e-09,1.8129785394141754e-09,9.031761554000746e-10,2.604015819881925e-08
66.024,9.289741160516599e-09,2.0790152522865355e-09,4.5687634260821165e-09,1.2279202625202266e-08,3.266075838973165e-09,4.1998043151098775e-09,2.682119809356984e-09,1.5176845057528944e-09,7.674013729333255e-10,2.5177764094144893e-08
66.274,6.813754310853004e-09,3.0163398312181023e-09,3.819183776347333e-09,9.013407421494649e-09,3.2828822400515906e-09,4.415723578051336e-09,3.1331634058418475e-09,1.2825601722094864e-09,7.802584178624677e-10,2.1691672738804644e-08
66.524,4.206680896395509e-09,3.4952508870707466e-09,3.44453287719085e-09,5.153231800338209e-09,2.880340581141994e-09,4.739162494989639e-09,3.5586596372453085e-09,1.1805028577443299e-09,8.896719133417929e-10,1.740626732912444e-08
66.774,2.3738585272652542e-09,2.858254400337137e-09,2.5199632156839373e-09,3.2395859208013995e-09,2.4509176340281806e-09,4.537572535752003e-09,3.344130523550591e-09,1.1934420122014116e-09,1.0249120136653177e-09,1.4144705394290532e-08
67.024,1.1762187552593542e-09,1.867761699417502e-09,1.3486635852990112e-09,3.5533039856862427e-09,2.450299241899153e-09,3.967208471683956e-09,2.6364976836733934e-09,1.3307107880105633e-09,1.250171096387773e-09,1.410534608191255e-08
67.274,8.923218205083043e-10,1.8680892009520473e-09,1.4828640134874407e-09,5.15470704946786e-09,3.778552028543484e-09,3.589583633870582e-09,1.9991703368866515e-09,1.5904132969839302e-09,1.562923255054077e-09,1.802252072216112e-08
67.524,1.7237498455650613e-09,2.9285685720137207e-09,3.404108850415649e-09,6.5984659939366026e-09,6.296344551895975e-09,3.5525656959037774e-09,1.7827196685908695e-09,1.7698460273129076e-09,1.8387201810213485e-09,2.3601253666801437e-08
67.774,2.8022769107559464e-09,3.643643495011817e-09,4.534436757807208e-09,6.973577081211286e-09,7.763483184015254e-09,3.639233658971779e-09,1.937542467789336e-09,1.7016911911824428e-09,2.0057823839200486e-09,2.6730142993879192e-08
68.024,3.889996436735439e-09,3.069834977784884e-09,4.2263631251146535e-09,6.570933486672057e-09,6.837370372784209e-09,3.467437197645787e-09,1.9855565910732902e-09,1.481880606572497e-09,2.110569724558661e-09,2.5620291078905037e-08
68.274,5.55545686146878e-09,1.9232609616480473e-09,4.4394908342136975e-09,6.131806029977767e-09,5.34280749286078e-09,2.871970027088718e-09,1.5597045374383507e-09,1.3122654896503677e-09,2.1083476532638203e-09,2.3052621831352822e-08
68.524,6.6417791910511655e-09,1.1544275769297288e-09,5.379992186342382e-09,5.303755290361924e-09,5.6361208406891405e-09,2.2067001755708873e-09,1.0272935723906287e-09,1.179406603180259e-09,1.850897304121463e-09,2.151664332461016e-08
68.774,5.685005210932141e-09,9.155171563588537e-10,5.089111965927052e-09,4.352648953817806e-09,6.8356343926232695e-09,1.985331499014344e-09,9.04494040289079e-10,1.0808374587252653e-09,1.4005416408164881e-09,2.0272892215171367e-08
69.024,4.0657108457152965e-09,1.0505125088429622e-09,4.046049178952034e-09,4.106895957956447e-09,6.4442298451943744e-09,2.8071188870991904e-09,1.6373176733349425e-09,1.1698012137642484e-09,1.0135648954373303e-09,1.9101265143496628e-08
69.274,4.525319015700042e-09,1.2853836955459135e-09,4.622020631351891e-09,4.796248175408455e-09,4.842698999466384e-09,4.435332927859661e-09,2.991129463252177e-09,1.444203464607483e-09,8.501805758196146e-10,2.0203888987683517e-08
69.524,7.332435909946307e-09,1.5819577321954228e-09,6.622248986910523e-09,6.386420773711243e-09,4.506091817848756e-09,5.50667795681053e-09,3.8368181999871355e-09,1.6698597568233942e-09,8.765663353316993e-10,2.4337736470201427e-08
69.774,9.595596260653079e-09,2.249001865223208e-09,7.564534288501421e-09,8.519466575868888e-09,5.496812063559687e-09,5.36933499245265e-09,3.6815591816944e-09,1.6877758107582517e-09,1.104027932940491e-09,2.8296887536368578e-08
70.024,9.08214624760283e-09,3.269645552124243e-09,6.842274015679982e-09,9.840589976057942e-09,6.058493407453314e-09,5.3398415946215916e-09,3.789568364124159e-09,1.5502732304974341e-09,1.4264587603036676e-09,2.9695392854605284e-08
70.274,7.88985867855442e-09,3.570018724108123e-09,6.675369844159596e-09,8.99910428721314e-09,5.412174894692609e-09,6.365357494691665e-09,5.039528927422052e-09,1.3258285672696125e-09,1.5792255374796521e-09,2.9421983816262995e-08
70.524,8.801664099285756e-09,2.603372540644323e-09,8.723805056161562e-09,6.947123935932453e-09,4.407925906532276e-09,7.152266263544112e-09,6.013679741217351e-09,1.1385865223267622e-09,1.4428542613742088e-09,2.981578961170491e-08
70.774,9.78005170948369e-09,1.5065158418472155e-09,1.0980035769389145e-08,5.350839024812206e-09,3.763938886851183e-09,6.3983196040048054e-09,5.256288951987645e-09,1.142030652017161e-09,1.2046228130137846e-09,2.98329750714866e-08
71.024,7.973407109424918e-09,1.329988676884101e-09,1.1225094143059578e-08,4.18126164270745e-09,3.78019258765765e-09,5.129901178872746e-09,3.6544880902206176e-09,1.4754130886521291e-09,1.0632720264987725e-09,2.7320304259999592e-08
71.274,5.196512284959409e-09,1.8660562444437973e-09,9.447893849407856e-09,3.278035141536538e-09,4.789956568507934e-09,4.7755887540540275e-09,2.662372860148705e-09,2.1132158939053227e-09,9.989765090457586e-10,2.4029526066774785e-08
71.524,4.1205012519187165e-09,2.16889574769859e-09,6.704279063729318e-09,3.1823306597225985e-09,5.3936395209770045e-09,5.212820653357236e-09,2.458620855654617e-09,2.754199797702618e-09,9.55117424850667e-10,2.179481632336625e-08
71.774,5.274735716855522e-09,1.920064235287081e-09,5.366082572013397e-09,3.6886217625166197e-09,4.260916610358496e-09,5.698398516631714e-09,2.7361788076490524e-09,2.9622197089826616e-09,9.83197531021668e-10,2.0928921762048626e-08
72.024,7.899650925768414e-09,1.4992090967682926e-09,7.589281142559483e-09,3.807813815313996e-09,2.3514576882369827e-09,6.199771066315126e-09,3.6454707884163865e-09,2.5543002778987385e-09,1.1515583727961253e-09,2.227876899423412e-08
72.274,9.733507296497811e-09,1.504989426539665e-09,1.0953029859140395e-08,3.165065439907806e-09,1.3770639373892174e-09,6.730060503433389e-09,4.8748008072565064e-09,1.855259696176882e-09,1.2795582974888829e-09,2.4567943681969086e-08
72.524,8.752847621704632e-09,2.092398614475078e-09,1.0895554730593684e-08,2.2202547365718733e-09,1.877468237680559e-09,6.434074210029788e-09,5.190104318800969e-09,1.2439698912288187e-09,1.1789424924888975e-09,2.3606138007331905e-08
72.774,6.415234697103816e-09,3.36366316439085e-09,7.794515947637526e-09,1.853137004429368e-09,4.10307220769271e-09,4.997613400935232e-09,4.170469181914634e-09,8.27144219020598e-10,9.902251934796453e-10,2.070157025529075e-08
73.024,5.707850870652313e-09,5.286137218657805e-09,5.949203054307135e-09,2.2322135206143525e-09,7.163861329779267e-09,3.851266828221903e-09,3.2031991717206772e-09,6.480676565012252e-10,9.227223145413845e-10,2.0930920213013624e-08
73.274,6.073456561841907e-09,6.331816353263331e-09,5.737869191557973e-09,2.7330096869123655e-09,8.726131987777542e-09,3.9542117486910775e-09,3.187841953611883e-09,7.663697950791934e-10,9.609287342209811e-10,2.2757730606483962e-08
73.524,5.6274154211886e-09,5.106866307897642e-09,5.4671878180807386e-09,2.6710029375264155e-09,7.687146690351858e-09,4.553809508151811e-09,3.4665351033138613e-09,1.0872744048379487e-09,1.0177608320786286e-09,2.2156258720144467e-08
73.774,6.1322949558672025e-09,2.731583975776893e-09,6.947719364817109e-09,2.3407841567596752e-09,5.673373379890619e-09,4.450390715111353e-09,3.1000507952049524e-09,1.3503399199064001e-09,1.0927816257635515e-09,2.1247924991074038e-08
74.024,8.523835559395783e-09,1.389105124365258e-09,9.572234661117614e-09,2.8380756774374255e-09,4.997137437987686e-09,3.915202309543555e-09,2.602711258637764e-09,1.3124910509057913e-09,1.1107894165221956e-09,2.3533599921011576e-08
74.274,9.234466978037746e-09,1.2257656442655835e-09,1.0822375675506603e-08,3.6308695628926973e-09,6.857741349472626e-09,3.849797537644043e-09,2.742951122131472e-09,1.1068464155125718e-09,1.0057167153309497e-09,2.8675852986585232e-08
74.524,6.467416347854729e-09,1.3976622688889979e-09,1.1486251977139584e-08,3.3959043280680373e-09,1.11497818286483e-08,4.654434593978995e-09,3.655702054976219e-09,9.987325390027755e-10,9.366534811976327e-10,3.5233858275779605e-08
74.774,3.4854158690774092e-09,1.7901764023303605e-09,1.2976428202482095e-08,2.5151764743862577e-09,1.5194585406537812e-08,5.611065253645239e-09,4.538821385357342e-09,1.0722438682878971e-09,1.0818055730495053e-09,3.988958142240544e-08
75.024,3.34361187289765e-09,2.4214998258471937e-09,1.3033472988614427e-08,2.7917096417423767e-09,1.525087208013768e-08,6.028781362128223e-09,4.802355967104255e-09,1.226425395023969e-09,1.301016276614174e-09,3.9278696479407055e-08
75.274,4.448100910305496e-09,3.3584133915225754e-09,9.841446043600616e-09,4.708695419423646e-09,1.1053164327734591e-08,6.073576945096616e-09,4.746722242671164e-09,1.32685470242545e-09,1.3379637716205453e-09,3.3297856444511706e-08
75.524,5.1398350508316966e-09,3.900345478982354e-09,6.65715038265555e-09,6.864230233319596e-09,6.210644023814164e-09,5.7343797429924275e-09,4.421584362117998e-09,1.312795380874429e-09,1.2434322235571094e-09,2.718854026839384e-08
75.774,6.895524401893825e-09,3.2943762190137638e-09,7.0254266696794585e-09,7.649732463273588e-09,3.999293594854921e-09,4.7064574489053715e-09,3.4613070022621055e-09,1.245150446643268e-09,1.1813789596779495e-09,2.5242276741219895e-08
76.024,9.278688187726289e-09,2.0410404145139827e-09,9.7047750074782e-09,6.400901172026318e-09,4.3144870621590285e-09,3.49595655454123e-09,2.1389762446953077e-09,1.3569803098459222e-09,1.1419789524067286e-09,2.5637852427056923e-08
76.274,9.582825861136012e-09,1.4863466227420255e-09,1.0454471058482237e-08,4.633280652965226e-09,5.0090389638264145e-09,3.030596772560639e-09,1.447949173265852e-09,1.5826475992947867e-09,1.0815768323457333e-09,2.444820734698217e-08
76.524,6.969395134468352e-09,2.1293521674855164e-09,7.487247110206493e-09,5.120034087205588e-09,5.061603422467024e-09,3.2615481852518503e-09,1.6783138462849614e-09,1.583234338966888e-09,1.0252563596446074e-09,2.2104632715294492e-08
76.774,4.6669194929369675e-09,3.4725171019417294e-09,4.295358585050682e-09,9.121098835698243e-09,4.661137319017275e-09,3.850350579770645e-09,2.527235458850237e-09,1.3231151209204085e-09,9.99429490070188e-10,2.3509634830128048e-08
77.024,5.751466474343529e-09,4.252733307888024e-09,3.817313184196524e-09,1.3562721065889025e-08,4.387748740435113e-09,4.541836917625025e-09,3.3648167455336914e-09,1.1770201720913337e-09,1.0026228459334805e-09,2.809509952641607e-08
77.274,8.855367421408157e-09,3.604193509327614e-09,5.248406110881212e-09,1.4131568047875775e-08,4.2482956508825e-09,4.84490209755999e-09,3.4082294903180174e-09,1.4366726072419726e-09,1.0414701747151442e-09,2.9965763898446536e-08
77.524,1.030609484883631e-08,2.217439257426279e-09,6.2644663802771584e-09,1.0502611709975451e-08,4.578259924530059e-09,4.872364337778671e-09,2.8921178044014403e-09,1.980246533377231e-09,1.052479269069656e-09,2.7395770250242106e-08
77.774,8.869226787767705e-09,1.861486704570424e-09,5.531992968553551e-09,6.428541014849325e-09,6.220329806768957e-09,5.714387806433869e-09,3.2390343579098806e-09,2.4753534485239868e-09,1.0103317208442106e-09,2.51390944402577e-08
78.024,7.3513562169961216e-09,2.9653217072036736e-09,3.930990550915914e-09,5.943359477641282e-09,8.386446260674619e-09,6.881200513422652e-09,4.398007127485369e-09,2.4831933859372846e-09,9.715215456338322e-10,2.7022821332531092e-08
78.274,1.0156722785007046e-08,3.944821731330593e-09,6.178593726164168e-09,9.14428843200762e-09,8.622911625210039e-09,6.912774865367818e-09,4.9837031795423575e-09,1.9290716858254595e-09,9.536196228644386e-10,3.3472653477359476e-08
78.524,1.7196057123293724e-08,3.799085372550202e-09,1.6052389468834525e-08,1.104395487586109e-08,6.37929145730563e-09,6.470077619364443e-09,5.171661480390022e-09,1.2984161389744209e-09,1.0576972614268119e-09,4.256633829552489e-08
78.774,2.1909566199170698e-08,3.2119181980796676e-09,2.5914342455847165e-08,9.154396917130915e-09,4.0169716523014635e-09,6.596366323264923e-09,5.585225755887513e-09,1.0111405673774097e-09,1.339675308321215e-09,4.7931467082252306e-08
79.024,2.005019101433603e-08,3.3193703810434428e-09,2.6051784341091126e-08,7.525084734114373e-09,3.442953806631691e-09,6.601009888613174e-09,5.54447386970863e-09,1.0565360189045445e-09,1.5733355219077045e-09,4.574223969141904e-08
79.274,1.4866171793249726e-08,4.495902777207051e-09,1.8051554276720855e-08,9.0377110650647e-09,4.561945063625855e-09,5.549819789306229e-09,4.359500974182224e-09,1.1903188151240042e-09,1.500233073776809e-09,3.944713043925116e-08
79.524,1.0744264544587249e-08,5.889190588945606e-09,1.1024846630319212e-08,1.0219751643625593e-08,5.747579689381702e-09,4.516441722107455e-09,3.1109344238923294e-09,1.4055072982151237e-09,1.2302779143625967e-09,3.3466327339061616e-08
79.774,7.746362818909112e-09,5.795263870179523e-09,8.035766809622169e-09,8.192918725756065e-09,5.432064576789058e-09,5.040898118063764e-09,3.2856031712228767e-09,1.7552949468408872e-09,1.0654694914909397e-09,2.8084658831753386e-08
80.024,5.301029285802426e-09,3.997293862887117e-09,6.378661217830594e-09,5.393783596861518e-09,4.300669718003798e-09,6.3455323985942264e-09,4.138015439325262e-09,2.207516959268964e-09,1.0644955571134005e-09,2.3902212238183454e-08
80.274,4.881469739193878e-09,2.14410817510628e-09,5.9581163475941115e-09,4.184689797666476e-09,3.824777652324611e-09,6.659741606214941e-09,4.136384451002575e-09,2.5233571552123667e-09,1.1514724177682923e-09,2.2613077246493146e-08
80.524,6.211924899777662e-09,1.1391897629145837e-09,7.139104540543798e-09,4.291685720646988e-09,3.6934397980099676e-09,5.718356067148009e-09,3.13952004386056e-09,2.578836023287447e-09,1.2268890736609398e-09,2.302446747084586e-08
80.774,7.443462974697596e-09,9.480884419479477e-10,8.93642310564239e-09,4.413675125603445e-09,3.500885773478844e-09,4.590121600538326e-09,2.051366986483684e-09,2.5387546140546423e-09,1.1701030196740908e-09,2.3262018536033563e-08
81.024,7.725581111103869e-09,1.3599410708336183e-09,1.0746875032894617e-08,4.114110654874169e-09,3.637054180046526e-09,3.85607441629127e-09,1.4150713469269003e-09,2.4410030693643687e-09,1.0537395240743495e-09,2.3948330343565808e-08
81.274,7.91898307400013e-09,2.001829456271017e-09,1.413010589680257e-08,3.447967438445396e-09,3.826946821437315e-09,3.5237682244145923e-09,1.3013945292342118e-09,2.2223736951803805e-09,1.0742905301888932e-09,2.7203073538522192e-08
81.524,1.0204005780979318e-08,2.832380150633877e-09,1.8824791767159234e-08,3.923682891731259e-09,3.523813355200027e-09,3.870176588210472e-09,1.8460148976692588e-09,2.024161690541213e-09,1.2539170998995359e-09,3.3350531249549794e-08
81.774,1.3924532028651365e-08,3.968271822692752e-09,2.177047197862366e-08,6.021648185117904e-09,3.3416080023459254e-09,4.841483399681631e-09,2.750202649874933e-09,2.0912807498066975e-09,1.343510032279354e-09,3.840602460198981e-08
82.024,1.5116066047757983e-08,4.83231615636159e-09,1.9365724697835645e-08,7.532689319618604e-09,3.664157831132067e-09,6.012249446909354e-09,3.7595003335810015e-09,2.252749113328353e-09,1.205716826823503e-09,3.797650985152044e-08
82.274,1.2462447140427334e-08,4.782520895260178e-09,1.3446351886317425e-08,6.666750599165245e-09,3.756541893480655e-09,7.434799591364496e-09,5.17186137015543e-09,2.2629382212090655e-09,1.0359556835439286e-09,3.258715899063205e-08
82.524,8.149185689798718e-09,3.796894049876689e-09,8.466665878484311e-09,4.375119876271688e-09,3.2332179182458104e-09,8.81054686947894e-09,6.735163740046995e-09,2.0753831294319445e-09,1.0064653704168248e-09,2.5977937957110407e-08
82.774,5.310114697562117e-09,2.527923875271877e-09,6.212923237573109e-09,2.936482097991314e-09,3.1155554749975393e-09,8.63067352355607e-09,6.882645341611294e-09,1.7480281819447742e-09,1.0229230445062224e-09,2.204523289728586e-08
83.024,4.353074044920921e-09,1.88842627146093e-09,6.049685394078973e-09,3.845168720684556e-09,4.4028164824483e-09,6.636155773380482e-09,5.0075890535272294e-09,1.6285667198532542e-09,9.273910195474841e-10,2.2371777251058734e-08
83.274,5.414294402560964e-09,2.071835585206047e-09,6.016121529901412e-09,6.811526200215985e-09,5.589459536078128e-09,4.767729642595695e-09,2.9027507114744732e-09,1.8649789311212225e-09,7.903774354035748e-10,2.6123405964284663e-08
83.524,7.455688287128215e-09,2.367115744249902e-09,5.467541186504651e-09,9.278907747573377e-09,4.717931398587827e-09,4.382927607692577e-09,2.2821139302609197e-09,2.1008136774316577e-09,7.54896371193544e-10,2.771956865878232e-08
83.774,9.00713461120319e-09,2.212684823094256e-09,5.093515736068476e-09,9.212788689652387e-09,2.888722978971038e-09,5.133841889352143e-09,2.81812487212009e-09,2.315717017232052e-09,7.878727823060266e-10,2.4980887329696597e-08
84.024,9.698661824517894e-09,1.9140411877190162e-09,5.109679592578186e-09,8.238303290441139e-09,2.4235095686368522e-09,6.269950176323472e-09,3.2835134706815843e-09,2.986436705641887e-09,8.072919941661497e-10,2.3842138602757606e-08
84.274,9.81569780459505e-09,1.6992036934327025e-09,4.885919394579777e-09,9.314094488731949e-09,3.05233528274631e-09,6.889490806642178e-09,3.1155992825467278e-09,3.773891524095451e-09,8.758397859344457e-10,2.645174348242693e-08
84.524,8.752175044217415e-09,1.3636893322464846e-09,4.114404429057536e-09,1.1617568751602149e-08,3.4436372090560824e-09,6.0363068679760836e-09,2.4428017300451574e-09,3.593505137930926e-09,1.0713544760539261e-09,2.7921349253930953e-08
84.774,7.65401163211624e-09,1.0213165709490555e-09,5.472834010169636e-09,1.2987364132681101e-08,3.1703843192959086e-09,4.480821278776217e-09,1.986107109026848e-09,2.494714169749368e-09,1.2769861916322649e-09,2.805868578701326e-08
85.024,9.768693119295954e-09,1.0767501964936998e-09,9.729243809564966e-09,1.397791021885756e-08,2.6273145021991112e-09,3.951259934041782e-09,2.4420528061736144e-09,1.5092071278681678e-09,1.3557825376794885e-09,3.17644307555512e-08
85.274,1.4611151250432844e-08,1.6855706218995697e-09,1.4656911303973048e-08,1.3981882115883793e-08,2.514636548914096e-09,4.648299335496538e-09,3.529336452644037e-09,1.118962882852502e-09,1.377900107481445e-09,3.733144258659177e-08
85.524,2.0916215399828713e-08,2.3696895935986657e-09,2.0137203043099245e-08,1.2921322839117365e-08,3.085115382494402e-09,5.164963833853246e-09,4.124633277301922e-09,1.0403305565513238e-09,1.4420529880262357e-09,4.3664325175120575e-08
85.774,2.8706947312645634e-08,2.2480996485805684e-09,2.7603091694113042e-08,1.1071724536385913e-08,4.281518713805967e-09,4.6920998927951695e-09,3.595157980937542e-09,1.0969419118576253e-09,1.4445081755283067e-09,5.06989625408546e-08
86.024,3.182007014435442e-08,1.4176993886273816e-09,3.182070426208335e-08,8.772687038364238e-09,5.233335836572349e-09,3.738682142153794e-09,2.4270011742806572e-09,1.3116809678731364e-09,1.2754657115437817e-09,5.1809700553955566e-08
86.274,2.3995293698249405e-08,1.0694987445319872e-09,2.490674743338315e-08,7.908775558830635e-09,4.848909817781074e-09,3.1096458489671453e-09,1.5406519127605113e-09,1.5689939362066338e-09,1.0458842337142636e-09,4.205167471353386e-08
86.524,1.110420774389453e-08,1.864422410496571e-09,1.20000172442572e-08,8.226887559294853e-09,3.2618924375045755e-09,3.7346213684849465e-09,2.022462680862953e-09,1.7121586876219926e-09,9.330848940675042e-10,2.8279388826953703e-08
86.774,3.3816915771269645e-09,3.293239853753493e-09,4.232667646155571e-09,7.47475318614652e-09,1.921555989077654e-09,5.781946539203874e-09,4.044311070975502e-09,1.737635468228372e-09,9.739694456396356e-10,2.0562819566290182e-08
87.024,1.9316196951873915e-09,4.167443040550359e-09,2.61874744634361e-09,5.1188073619030074e-09,1.4919270121628208e-09,7.640301653450813e-09,5.951294915498069e-09,1.6890067379527428e-09,1.0740962958955094e-09,1.873234626693968e-08
87.274,2.7114832936943985e-09,4.453804953792738e-09,2.9655306127268925e-09,3.648098905272873e-09,1.995773573338834e-09,7.757702400078495e-09,6.236269079633565e-09,1.5214333204449294e-09,1.109126946667555e-09,1.9187369334981993e-08
87.524,4.054187685216795e-09,4.504883622312831e-09,3.780788239599392e-09,4.552002780347123e-09,2.8613335360669027e-09,6.485334388134467e-09,5.21978763011302e-09,1.2655467580214471e-09,1.036119324089465e-09,2.0880847203924315e-08
87.774,4.208082926231098e-09,4.378678656670273e-09,4.366229529573941e-09,5.5889819282157855e-09,3.5588403543428064e-09,5.59407099253455e-09,4.408469299283407e-09,1.1856016932511426e-09,9.648822880269101e-10,2.215721479725491e-08
88.024,3.014988790791519e-09,4.814969082703051e-09,4.36214588424428e-09,5.3211674834757146e-09,4.994964947794305e-09,5.786486038692669e-09,4.436793632703103e-09,1.349692405989566e-09,1.0180518449199007e-09,2.304795139351186e-08
88.274,2.0462293997780642e-09,6.0620263846711415e-09,3.951491800434043e-09,6.102753206058021e-09,7.046781169840889e-09,6.62482947701652e-09,5.103461001061885e-09,1.5213684759546361e-09,1.1087433221597737e-09,2.5285484203378586e-08
88.524,2.441519676046624e-09,6.647513415714452e-09,3.157026448897882e-09,8.305881914918203e-09,7.356910846204875e-09,7.620352132894501e-09,6.101569581851836e-09,1.5187825510426634e-09,1.1070226777182646e-09,2.769679567096469e-08
88.774,3.5456335615891724e-09,5.469449438615938e-09,3.0142036790928327e-09,8.515012657610618e-09,5.235453401830273e-09,8.344087966341473e-09,6.705907140712112e-09,1.638180825629365e-09,1.0919742702021647e-09,2.6431701057124705e-08
89.024,4.0638422764438005e-09,3.913381089848043e-09,3.797972375323319e-09,6.587723642200702e-09,3.1363249506808045e-09,8.71985393828493e-09,6.548723919961917e-09,2.171130018323013e-09,1.1554222186490791e-09,2.4027295343649597e-08
